,school,sex,age,address,parent_living_status,mother_edu,father_edu,mother_job,father_job,enrollment_reason,guardian,travel_time,weekly_study_time,failures,school_support,family_support,extra_paid_classes,activity_participation,higher_education_plan,internet,romantic,family_relations,free_time,out_w/_friends,weekday_alcohol,weekend_alcohol,health,absences,first_period_grade,second_period_grade,final_grade,subject
168,Gabriel Pereira,F,16,urban,together,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0,math
169,Gabriel Pereira,F,16,urban,together,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,math
170,Gabriel Pereira,M,16,urban,together,3,4,other,other,course,father,3,1,2,no,yes,no,yes,yes,yes,no,3,4,5,2,4,2,0,6,5,0,math
171,Gabriel Pereira,M,16,urban,together,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,math
172,Gabriel Pereira,M,17,urban,together,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,math
173,Gabriel Pereira,F,16,urban,together,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,math
174,Gabriel Pereira,F,16,urban,together,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,math
175,Gabriel Pereira,M,17,urban,together,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,math
176,Gabriel Pereira,F,16,urban,together,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,no,3,4,4,1,4,5,2,13,13,11,math
177,Gabriel Pereira,M,17,urban,together,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,4,3,4,1,4,4,4,6,5,6,math
178,Gabriel Pereira,M,16,rural,together,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,math
179,Gabriel Pereira,M,17,urban,together,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,math
180,Gabriel Pereira,M,16,urban,together,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,math
181,Gabriel Pereira,M,16,urban,together,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,math
182,Gabriel Pereira,F,17,urban,together,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,math
183,Gabriel Pereira,F,17,urban,together,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,math
184,Gabriel Pereira,F,16,urban,together,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,1,2,2,1,2,1,14,12,13,12,math
185,Gabriel Pereira,M,17,urban,together,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,math
186,Gabriel Pereira,M,16,urban,together,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,math
187,Gabriel Pereira,M,16,urban,together,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,math
188,Gabriel Pereira,F,17,urban,apart,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,math
189,Gabriel Pereira,M,17,rural,together,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,no,no,3,1,3,1,5,3,4,8,9,10,math
190,Gabriel Pereira,F,16,urban,together,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,4,3,3,1,1,2,10,11,12,13,math
191,Gabriel Pereira,F,17,urban,together,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,math
192,Gabriel Pereira,M,17,urban,together,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,yes,yes,no,4,4,4,4,5,5,12,7,8,8,math
193,Gabriel Pereira,M,16,rural,together,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,math
194,Gabriel Pereira,M,16,urban,together,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,no,5,3,3,1,1,3,0,13,14,14,math
195,Gabriel Pereira,F,17,urban,together,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,math
196,Gabriel Pereira,M,17,urban,together,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,no,5,2,3,1,2,5,4,17,15,16,math
197,Gabriel Pereira,M,16,rural,together,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,math
198,Gabriel Pereira,F,17,urban,together,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,no,4,2,4,2,3,2,24,18,18,18,math
199,Gabriel Pereira,F,16,urban,together,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,5,2,1,2,3,0,9,9,10,math
200,Gabriel Pereira,F,16,urban,together,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,math
201,Gabriel Pereira,F,16,urban,together,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,math
202,Gabriel Pereira,F,17,urban,together,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,math
203,Gabriel Pereira,F,17,rural,together,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,5,3,2,1,2,3,18,7,6,6,math
204,Gabriel Pereira,F,16,rural,together,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,5,3,5,1,1,5,6,10,10,11,math
205,Gabriel Pereira,F,17,urban,together,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,math
206,Gabriel Pereira,F,16,urban,apart,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,no,2,3,3,2,2,4,5,7,7,7,math
207,Gabriel Pereira,F,16,urban,together,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,math
208,Gabriel Pereira,F,16,urban,together,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,no,no,4,3,2,1,4,5,6,9,9,10,math
209,Gabriel Pereira,F,17,rural,together,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,math
210,Gabriel Pereira,F,19,urban,together,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,math
211,Gabriel Pereira,M,17,urban,together,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,math
212,Gabriel Pereira,F,16,urban,apart,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,no,3,3,4,1,1,4,0,12,13,14,math
213,Gabriel Pereira,M,18,urban,together,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,math
214,Gabriel Pereira,F,17,rural,together,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,no,no,5,2,1,1,2,3,12,8,10,10,math
215,Gabriel Pereira,F,17,urban,together,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,no,4,4,4,1,3,1,2,14,15,15,math
216,Gabriel Pereira,F,17,urban,together,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,math
217,Gabriel Pereira,M,18,urban,together,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,no,3,2,4,2,4,4,13,6,6,8,math
218,Gabriel Pereira,F,17,urban,together,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,no,no,3,3,3,1,4,3,3,7,7,8,math
219,Gabriel Pereira,F,17,urban,together,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,math
220,Gabriel Pereira,F,17,rural,together,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,math
221,Gabriel Pereira,F,17,urban,together,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,math
222,Gabriel Pereira,F,16,urban,together,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,no,2,3,1,1,1,3,2,16,16,17,math
223,Gabriel Pereira,M,18,urban,together,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,no,3,3,3,5,5,4,0,12,13,13,math
224,Gabriel Pereira,F,16,urban,together,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,3,2,1,1,5,0,13,13,14,math
225,Gabriel Pereira,F,18,rural,together,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,math
226,Gabriel Pereira,F,17,urban,together,3,2,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,3,3,10,16,15,15,math
227,Gabriel Pereira,M,17,urban,together,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,math
228,Gabriel Pereira,M,18,urban,together,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,math
229,Gabriel Pereira,F,17,urban,apart,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,math
230,Gabriel Pereira,F,17,urban,together,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,math
231,Gabriel Pereira,M,17,rural,together,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,math
232,Gabriel Pereira,M,17,urban,together,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,math
233,Gabriel Pereira,M,16,urban,together,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,math
234,Gabriel Pereira,M,16,urban,together,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,no,3,4,2,1,1,5,18,9,7,6,math
235,Gabriel Pereira,M,16,urban,together,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,math
236,Gabriel Pereira,M,17,urban,together,2,2,other,other,home,father,1,2,0,no,no,yes,yes,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,math
237,Gabriel Pereira,F,16,urban,together,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,math
238,Gabriel Pereira,F,17,rural,together,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,math
239,Gabriel Pereira,M,18,urban,together,2,2,other,services,reputation,father,1,2,1,no,no,no,no,no,yes,no,5,5,4,3,5,2,0,7,7,0,math
240,Gabriel Pereira,M,17,urban,together,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,math
241,Gabriel Pereira,M,17,rural,apart,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,3,3,3,2,3,4,2,10,11,12,math
242,Gabriel Pereira,M,16,urban,together,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,4,5,1,1,3,0,6,0,0,math
243,Gabriel Pereira,M,16,urban,together,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,math
244,Gabriel Pereira,F,18,urban,together,2,1,other,other,course,other,2,3,0,no,yes,yes,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,math
245,Gabriel Pereira,M,16,urban,together,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,no,4,3,3,1,1,4,6,18,18,18,math
246,Gabriel Pereira,M,17,urban,together,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,no,5,2,2,1,1,2,4,12,12,13,math
247,Gabriel Pereira,M,22,urban,together,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,math
248,Gabriel Pereira,M,18,rural,together,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,math
249,Gabriel Pereira,M,16,urban,together,0,2,other,other,other,mother,1,1,0,no,no,yes,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,math
250,Gabriel Pereira,M,18,urban,together,3,2,services,other,course,mother,2,1,1,no,no,no,no,no,yes,no,4,4,5,2,4,5,0,6,8,8,math
251,Gabriel Pereira,M,16,urban,together,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,math
252,Gabriel Pereira,M,18,urban,together,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,math
253,Gabriel Pereira,M,16,rural,together,2,1,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,3,3,2,1,3,3,0,8,9,8,math
254,Gabriel Pereira,M,17,rural,together,2,1,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,math
255,Gabriel Pereira,M,17,urban,together,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,math
256,Gabriel Pereira,F,17,urban,together,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,math
257,Gabriel Pereira,M,19,urban,apart,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,1,1,1,1,12,11,11,11,math
258,Gabriel Pereira,M,18,urban,together,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,math
259,Gabriel Pereira,F,17,urban,together,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,math
260,Gabriel Pereira,F,18,urban,together,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,math
261,Gabriel Pereira,M,18,urban,together,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,math
262,Gabriel Pereira,M,18,rural,together,3,2,other,other,course,mother,1,3,0,no,no,no,yes,yes,no,no,5,3,2,1,1,3,1,13,12,12,math
263,Gabriel Pereira,F,17,urban,together,3,3,other,other,home,mother,1,3,0,no,no,no,yes,yes,no,no,3,2,3,1,1,4,4,10,9,9,math
264,Gabriel Pereira,F,18,urban,together,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,math
265,Gabriel Pereira,M,18,rural,apart,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,math
266,Gabriel Pereira,M,17,urban,together,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,math
267,Gabriel Pereira,F,18,rural,together,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,math
268,Gabriel Pereira,M,18,urban,together,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,math
269,Gabriel Pereira,F,18,rural,together,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,4,3,5,1,2,3,0,6,0,0,math
270,Gabriel Pereira,F,19,urban,together,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,math
271,Gabriel Pereira,F,18,urban,together,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,math
272,Gabriel Pereira,F,18,urban,together,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,math
273,Gabriel Pereira,M,17,rural,together,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,yes,no,yes,3,5,2,2,2,1,2,15,14,14,math
274,Gabriel Pereira,F,17,urban,together,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,math
275,Gabriel Pereira,F,17,urban,together,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,math
276,Gabriel Pereira,F,18,rural,apart,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,math
277,Gabriel Pereira,M,18,urban,together,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,math
278,Gabriel Pereira,F,18,urban,together,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,math
279,Gabriel Pereira,M,18,urban,together,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,math
280,Gabriel Pereira,M,17,urban,apart,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,math
281,Gabriel Pereira,M,17,urban,apart,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,no,4,4,4,3,4,3,19,11,9,10,math
282,Gabriel Pereira,F,18,rural,together,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,math
283,Gabriel Pereira,F,18,urban,together,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,math
284,Gabriel Pereira,F,17,urban,together,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,math
285,Gabriel Pereira,M,17,urban,together,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,math
286,Gabriel Pereira,F,18,urban,together,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,2,2,5,18,18,19,math
287,Gabriel Pereira,F,17,urban,together,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,6,13,12,12,math
288,Gabriel Pereira,M,18,urban,together,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,math
289,Gabriel Pereira,M,18,urban,apart,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,math
290,Gabriel Pereira,M,18,urban,together,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,math
291,Gabriel Pereira,F,17,urban,together,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,no,4,2,2,1,2,3,0,15,15,15,math
292,Gabriel Pereira,F,18,urban,together,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,math
293,Gabriel Pereira,F,17,rural,together,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,no,no,3,1,2,1,1,3,6,18,18,18,math
294,Gabriel Pereira,M,18,rural,together,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,math
295,Gabriel Pereira,M,17,urban,together,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,no,4,4,3,1,3,5,4,14,12,11,math
296,Gabriel Pereira,F,19,urban,together,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,math
297,Gabriel Pereira,F,18,urban,together,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,math
298,Gabriel Pereira,F,18,urban,together,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,0,14,13,14,math
299,Gabriel Pereira,M,18,urban,together,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,math
300,Gabriel Pereira,F,18,urban,apart,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,math
301,Gabriel Pereira,M,17,urban,together,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,no,4,1,1,2,2,5,0,11,11,10,math
302,Gabriel Pereira,F,17,urban,together,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,0,15,12,14,math
303,Gabriel Pereira,F,17,urban,together,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,no,5,2,2,1,2,5,0,17,17,18,math
304,Gabriel Pereira,M,19,urban,together,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,math
305,Gabriel Pereira,F,18,urban,together,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,math
306,Gabriel Pereira,M,20,urban,apart,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,math
307,Gabriel Pereira,M,19,urban,together,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,math
308,Gabriel Pereira,M,19,rural,together,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,math
309,Gabriel Pereira,F,19,urban,together,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,3,18,12,10,10,math
310,Gabriel Pereira,F,19,urban,together,1,2,services,services,home,other,1,2,1,no,no,no,yes,yes,no,yes,4,2,4,2,2,3,0,9,9,0,math
311,Gabriel Pereira,F,19,urban,together,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,no,yes,yes,3,4,1,1,1,2,20,14,12,13,math
312,Gabriel Pereira,M,19,urban,together,1,2,other,services,course,other,1,2,1,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,math
313,Gabriel Pereira,F,19,urban,together,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,math
314,Gabriel Pereira,F,19,urban,together,1,1,at_home,health,home,other,1,3,2,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,math
315,Gabriel Pereira,F,19,rural,together,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,math
316,Gabriel Pereira,F,18,urban,together,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,math
317,Gabriel Pereira,F,18,urban,together,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,math
318,Gabriel Pereira,F,17,rural,together,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,yes,yes,no,4,3,4,2,5,5,0,11,11,10,math
319,Gabriel Pereira,F,18,urban,together,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,4,4,3,3,5,2,11,11,11,math
320,Gabriel Pereira,F,17,urban,apart,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,math
321,Gabriel Pereira,F,17,urban,together,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,yes,4,2,2,1,1,3,12,11,9,9,math
322,Gabriel Pereira,F,17,rural,together,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,math
323,Gabriel Pereira,F,17,urban,together,3,1,services,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,math
324,Gabriel Pereira,F,17,urban,together,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,no,3,3,3,2,3,2,0,16,15,15,math
325,Gabriel Pereira,M,18,urban,together,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,math
326,Gabriel Pereira,M,17,urban,together,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,4,3,5,3,5,5,3,14,15,16,math
327,Gabriel Pereira,M,17,rural,together,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,no,4,4,5,5,5,4,8,11,10,10,math
328,Gabriel Pereira,F,17,urban,together,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,math
329,Gabriel Pereira,F,17,urban,together,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,math
330,Gabriel Pereira,M,18,urban,together,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,math
331,Gabriel Pereira,F,17,rural,together,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,math
332,Gabriel Pereira,F,18,urban,together,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,math
333,Gabriel Pereira,F,18,urban,together,2,2,other,other,home,other,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,math
334,Gabriel Pereira,F,18,rural,together,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,math
335,Gabriel Pereira,F,17,urban,together,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,no,4,4,5,1,3,5,16,16,15,15,math
336,Gabriel Pereira,F,19,rural,apart,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,no,no,5,4,3,1,2,5,12,14,13,13,math
337,Gabriel Pereira,F,17,urban,together,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,math
